Title,Art Type,Facility,Image,Artist,Artist Profile URL,Partnership,Description,Address,City,State,Postal Code,Source URL Text,Source URL ,latLong,isActive,imagePath
Sensing YOU / Sensing WATER,Interactive,Santa Clara and San Fernando Streets under Highway 87,,Dan Corson,http://dancorson.com/,City of San Jose,"Sensing YOU and Sensing WATER are two artworks geographically and conceptually linked but distinctly different. The projects are part of the “Illuminating Downtown Project (IDP).” The intent of IDP is to visually reinforce downtown San Jose as the Capital of Silicon Valley, and that this energy would be transmitted at a number of scales– building tops, gateways, on the street and as one passes through the downtown. It is a way to engage art, light and technology in a larger vision of the downtown, while considering ways of making the downtown a more livable, enjoyable, engaging place. Sensing YOU is an interactive artwork defined by over 1000 painted circles and 81 individually controlled illuminated rings that play a variety of patterns and low-resolution mapped video over the ceiling surface of the I-87 highway underpass at Santa Clara Street. The patterns are activated by pedestrians and bicyclists moving through the space- setting off pre-programmed sequences.Sensing WATER, a weather-responding and interactive artwork utilizing light and paint to define the downtown gateway at Highway 87 and San Fernando St. The project is composed of 2 elements, the massive painted sloped wall that abstractly references flowing water, and the overhead evening lighting that illuminates with rippling patterns of light the underpass. The project uses real-time NOAA weather data to compose different patterns of light on the ceiling. (e.g.: 0-5mph winds vs thunderstorms)",Hwy 87 at Santa Clara St. & Hwy 87 at San Fernando St.,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32421," -121.896619,
          37.330847",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Sensing%20YOU_%20Sensing%20WATER_Dan%20Corson.jpeg
"Shapeshifters, Spiritual Stonehenge and Untitled Sculpture",Mural,Roosevelt Community Center ,,Scape Martinez,https://www.sm-artgroup.com/,City of San Jose,"Shapeshifters 1, 2 & 3 are a trio of hand-painted murals on the 2nd floor. The rich colors, lines and forms in these murals flow up the stairway and wrap around corners, providing interplay with the architectural lines and fields of light.   Spiritual Stonehenge is a vinyl mural on the ground floor that creates a vibrant field of color as it wraps around the Center’s juice bar, extending into the community room. Mural work is included on the juice bar’s sliding door so that the mural’s appearance changes depending on the position of that door. Spiritual Stonehenge continues to the outside of the building on the north entrance, providing colorful backdrop to Jackie Brookner’s exterior public art. Martinez’s untitled chromed and painted steel sculpture is in the 2nd floor art room. The artist intends for the imagery in the artwork to suggest elements of the history of the park, the area, and the street culture of the area’s youth so that it might function as a new type of urban folk art.",901 E Santa Clara St.,San Jose,CA,95116,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32425,"   -121.872449,
          37.344869",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Shapshifters_Scape%20Martinez.jpeg
Shelter,"Architecture, Sculpture",San Jose Animal Care Center,,Lewis DeSoto,,City of San Jose,"Shelter at the San Jose Animal Care Center consists of three parts: a frieze, sentinel statues, and a “Gallery of Myths.” The artist considered this project as a homage to our relationship with our beloved pets. The 104 foot long aluminum frieze covers a long arc over the entrance to the center. The frieze is decorated with cutouts of cats and dogs emphasizing their curious and jovial natures. At night the frieze it lit from behind, highlighting the cutouts. Two sentinel statues of a dog and a cat stand on either side of the entrance; heraldic figures guarding the center. These free standing engravings of granite and steel are placed upon models of the animal care center accentuating the purpose of the center as an animal care facility.  The “Gallery of Myths” is a series of eight granite tablets along the portico of the building, which describe stories, myths, or aphorisms about cats and dogs connecting humanity with the mythos of pets.",2750 Monterey Road,San Jose,CA,95111,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32427,"-121.7344316,
          37.211925",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Shelter_Lewis%20DeSoto.jpeg
Shifting Time,Interactive,San Jose International Airport,,Camille Utterback,,City of San Jose,Approach the screen of this interactive installation and manipulate time; juxtapose video images of San Jose past and present through your body movement.,1701 Airport Blvd.,San Jose,CA,95110,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32321/636715765090400000,"-121.9149771,
          37.3571484",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Shifting%20Time_Camille%20Utterback.jpeg
Show Your Stripes,"Architecture, Interactive",The 88,,Jim Conti,,City of San Jose,"Show Your Stripes follows the artist’s interest in the use of patterns. The phrase “show your stripes” has long been used to indicate social or political position; show what you’re made of, which side are you on. At one point in history, stripes were relegated to the margins of society: jugglers, courtesans, and in Medieval paintings the devil is often shown wearing stripes. Over time, stripes have taken on a more positive connotation: freedom, playfulness, or with banker’s pinstripes – taste and status. The artwork is not simply a light show. For the changes to be activated, it takes viewer participation, as the activation phone number above indicates. A quiet reflector of the changing sky during the day, at night the piece transforms into San Jose’s shared secret – the phone number a pass code to control the changing patterns. In 2015, launching the first of a series of light-based artworks that will appear throughout downtown San José as part of the “Illuminating Downtown Project,” the artist was invited to develop a new series of interactive programs based on community input. After completing a simple and fun survey, the Mr. Conti choreographed a sequence of unique stripes based on participants’ answers.  Some number sequences relate to a community member’s favorite song or color, others are simply employed for their dynamism or beauty. A menu of over 300 codes is available in the document section above.   Artwork Activation:  Call 408.287.0128After The Tone, Enter any 3 digit combination from 1 - 9 Press “0” (Zero), Then Hang UpNote: Not all combinations are programmed – yet.",88 E. San Fernando Street,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32429,"  -121.887258850227,
          37.3351357522387",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Show%20Your%20Stripes_Jim%20Conti.jpeg
Soaring Flight,Sculpture,Evergreen Park ,,Kent Roberts,http://www.kentroberts.com/,City of San Jose,"Soaring Flight commemorates flight pioneer John J. Montgomery. The artwork consists of two elements: a vertical 30’ sculptural representation of a glider wing formed of tubular steel and covered in steel mesh, and the colored concrete plaza textured with linear patterns that flow around the wing element in an airflow pattern similar to that around an ascending plane wing. Soaring Flight is positioned with Montgomery Hill as a backdrop, the site of many of his pioneering flights. \r\n\r\nPhrases and quotes associated with Montgomery’s work are sandblasted into the plaza; benches are placed around the perimeter of the plaza. Together these elements create, in Roberts’ words, “A haven where visitors may learn about local history and Montgomery specifically, as well as reflect upon human invention...a subject so significantly linked to San Jose.",Yerba Buena & San Felipe Road,San Jose,CA,95135,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32433,"-121.7710201, 37.299471",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Soaring%20Flight_Kent%20Roberts.jpeg
Solar Illumination I: Evolution of Language,"Architecture, Interactive",Pearl Avenue Branch Library,,Lynn Goodpasture,,"City of San Jose, Pearl Avenue Branch Library","This work includes four art glass windows located in the children's area and a suspended glass lamp near the library entrance.The artwork's visual imagery refers to ancient alphabets as the foundation of the written word, which in turn is fundamental to libraries and illumination of the mind. Each pane contains characters in different scripts that are the basis for written Latin, Russian, Vietnamese and some Indian languages. These are lineages of the languages that presently are predominant in the Pearl Avenue Branch Library collection. The lamp is inscribed with ancient Sumerian cuneiform script which repeats the text ""We are all one.""  The lamp is lit with color changing LEDs, programmed to cycle on 30-minute intervals through the color spectrum. In this way the lamp also functions as a timepiece. Another critical but unseen aspect to the artwork are photovoltaic cells that are embedded in the four glass panes. These collect solar energy that then provides power to light the lamp. Through this work the artist is seeking to awaken people to the miracle of language and writing as the key to understanding the past, expressing the present and imagining the future. The artist also wants to raise awareness of the real possibilities of harnessing available energy to provide for basic needs.",4720 Pearl Ave.,San Jose,CA,95136,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32435," -121.864904166667,
          37.2634864166667",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Solar%20Illumination%20I-Evolution%20of%20Language_Lynn%20Goodpasture.jpeg
Sonic Gateway,Interactive,San Jose International Airport,,Bill Fontana,,City of San Jose,"Walk through the jet bridges and hear audio compositions mixing local environmental, urban and historical sounds that connect San Jose and destination cities.",1701 Airport Blvd.,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32321/636715765090400000,"   -121.9173037,
          37.3593271",TRUE,
Sonic Runway,Interactive,San Jose City Hall,,"Rob Jensen, Warren Trezevant, and Stockhausen",,"City of San Jose, Burning Man Project","Sonic Runway is a light-art installation that visualizes the speed of sound created by a team of artists including lead artist Rob Jensen, co-lead Warren Trezevant, and design by Stockhausen.

Sonic Runway was first installed at City Hall from November 2017 to March 2018 as part of the Playa to Paseo partnership between the City of San José Office of Cultural Affairs and Burning Man Project. Returning due to popular demand, this new version of Sonic Runway is a multi-year installation.",200 East Santa Clara Street,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/your-government/departments-offices/cultural-affairs/sonic-runway,"-121.8853892, 37.3380937",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Sonic%20Runway_Rob%20Jensen%20and%20Warren%20Trezevant.jpeg
South Fished Street,"Architecture, Sculpture",Bestor Art Park,,Tony May with Art in Community Class - SJSU,,City of San Jose,"South Fished Street features 36 bronze and stainless steel elements depicting fish embedded in the concrete sidewalk. 13 students from the Art in Community class under the direction of Professor Tony May were responsible for design, fabrication, and installation of the public art. The design for the installation was developed through discussion among Art in Community class members who were inspired by a visit to the koi pond in the Japanese Friendship Garden in San Jose’s Kelley Park. The design uses the park sidewalk as a “meandering stream” populated by a variety of fish. The fish represent the diversity of individuals from many cultures that live in the Martha Gardens neighborhood. The fish are also a playful reference to elaborate water features and ornamental fishponds.",1035 S. 6th St,San Jose,CA,95112,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32437," -121.873758545194,
          37.3231136000751",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/South%20Fished%20Street_Tony%20May%20with%20Art%20in%20Community%20Class.jpeg
Space Observer,Sculpture,San Jose International Airport,,Björn Schülke,,"City San Jose, Microsoft","Reminiscent of a space craft, this glossy white 26’ tall sculpture standing on eight-foot tripod legs, explores the interactivity between humans and modern technology.   Engage with this elaborate, yet delicate object and it will quietly rotate with the help of two propeller-tipped arms, using its kinetic cameras to reveal live images.  Sponsored by Microsoft.",1701 Airport Blvd.,San Jose,CA,95110,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32321/636715765090400000," -121.9149771,
          37.3571484",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Space%20Observer_Bjorn%20Schulke.jpeg
Spirit Gate,Architecture,Hester Elementary School ,,Bill Gould and Glen Rogers,"Bill Gould: https://www.artika3.com/ 

Glen Rogers: https://www.glenrogersart.com/",City of San Jose,"Spirit Gate creates an entry transition between The Alameda and the school building. The artists worked with 4th graders from Hester, who choose ""power words"" such as Honor, Inspire and Dream, which were then cut into the steel of the gateway. Local historian Rev. Nancy Schell, who grew up on The Alameda, gave a presentation to students about local history as inspiration for their work. The students drew scenes reflecting this history and worked with Lincoln High School students to translate the drawings into mosaics spiraling around the gate's columns.",1460 The Alameda,San Jose,CA,95126,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32439," -121.914578757434,
          37.3338130412903",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Spirit%20Gate_Bill%20Gould%20and%20Glen%20Rogers.jpeg
Spring-tailed Dalmatian,Sculpture,Fire Station 12,,Gerald Heffernon,https://www.geraldheffernon.com/home,City of San Jose,"The Spring-Tailed Dalmatian appears to be descending a fire pole, but with a twist: the dog's tail is coiled like a spring to soften the landing. The sculpture speculates whimsically on a specialized breed of fire dog, one that is particularly well-suited for its fire station duties.",5912 Chalan Ave,San Jose,CA,95123,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32443/636716819543630000,"  -121.8489222,
          37.2429472",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Spring-tailed%20Dalmatian_Gerald%20Heffernon.jpeg
Stratigraphy,Architecture,Bascom Library & Community Center,,Ron Baron,https://www.ronbaron.net/,City of San Jose,"Located on the face of the elevator bay and wraping around onto the second floor landing, Stratigraphy is a major focal element at the Bascom Library and Community Center.  It is a vertical timeline of the areas culture and history, telling the story through a vast array of representative objects; as if a cutaway at an archaeological site that reveals a social history through actual objects such as balls and athletic items for the community center and books that could be found in the library.  Baskets and acorns pay homage to the original Ohlone inhabitants; the region’s agricultural and canning era are conveyed through fruit, cans and canning jars, which then transitions into the electronics and technology era.  At the top is a tree with figures from trophies dangling from its branches.",1000 S. Bascom Avenue,San Jose,CA,95111,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32441," -121.931666131864,
          37.3077927046961",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Stratigraphy_Ron%20Baron.jpeg
Swimmers,Sculpture,Camden Community Center,,Anne Lamborn and Ceevah F.Sobel,,City of San Jose,"This piece expands the space of the pool area by transforming the 10-foot property-line wall into an illusion of water. The fanciful silhouettes of swimmers, half submerged, swim across the blue wall surrounding the Camden Community Center's pool.",3369 Union Avenue,San Jose,CA,95124,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2731/1396," -122.14605,
          37.47369
",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Swimmers_Anne%20Lamborn%20and%20Ceevah%20F.%20Sorbel.jpeg
Teaching Stones,Sculpture,Almaden Community Center and Library,,Academy of Art University Graduate Students under the direction of Professor Donna Schumacher,,City of San Jose,"Teaching Stones is a tribute to Doris Dillon, a beloved teacher and community member. Doris Dillon was known for her generous spirit and passion for teaching.  She engaged students through games, and it was often said that she could “teach a rock to read.”  Teaching Stones consists of two primary elements. The first is a reading/sitting area, inspired by one of Doris’ favorite activities: story telling. The reading area provides a place to sit and share stories in the traditional manner of gathering in a circle. The decomposed granite interior of the circle extends outward to the sidewalk forming the overall shape of a keyhole, a reflection of Doris’ belief that reading is a key to learning and knowledge, which she shared through teaching.The second element is a series of nine large smooth-surfaced granite stones that are placed throughout the Liquid Amber Tree grove where the project is sited.  Each stone is inscribed with a ribbon containing words from one of the elements of language: nouns, verbs, etc. The words chosen and sandblasted into the stones were collected inspired by Doris Dillon’s life and work. In the same spirit in which Doris fostered learning through play, the stones can serve as a playful learning tool for future generations: rubbings can be done on the stones with pencil and paper, with students moving from stone to stone, gathering a noun from one, a verb from another and onward until a full sentence is collected.This commemorative artwork honors Doris Dillon’s legacy of mixing learning with pleasure in the form of a gift to the community she loved so well.",6445 Camden Ave.,San Jose,CA,95120,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32449,"-121.865548826801,
          37.2207169102402",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Teaching%20Stones_Academy%20of%20Art%20Students%2C%20Professor%20Donna%20Schumacher.jpeg
The Singing Stone,Sculpture,Calabazas Branch Library,,Living Lenses – Po Shu Wang and Louise Bertelsen,,City of San Jose,"The focal point The Singing Stone is a square granite column in the library courtyard. On each of its four sides are figurative images that depict a man, woman, elderly woman and child carved in negative relief.  The sculpture is gently animated by a sound element created by the interplay between recorded voices and electronic data related to the library. A data stream, such as the traffic of people in and out of the library throughout the day, the library’s collection, or circulation of library materials, will utilize specially-designed software to interface with vocal tones to create unique musical patterns, generating a “sound portrait” of the library. The sound of this will softly emanate from the granite sculpture, audible when one is nearby.",1230 S. Blaney Avenue,San Jose,CA,95129,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32451," -122.023604,
          37.3008575102041",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/The%20Singing%20Stone_Living%20Lenses-Po%20Shu%20Wang%20and%20Louise%20Bertelsen.jpeg
The Waste Water Treatment Plant Collection,Photography,San José-Santa Clara Regional Wastewater Facility,,Robert Dawson,,City of San Jose,"Robert Dawson worked for six months with the City of San Jose's Cultural Affairs Office and the Environmental Services Department. He is the City's first Photographer-in-Residence at their Wastewater Treatment Facility. Like ancient Rome our contemporary culture was made possible by a vast system of water delivery and sewage treatment to maintain a large and healthy population. Most of us are generally unaware of this system until it doesn't work. Dawson's photographs of this infrastructure depict a huge, complex but delicate machine. The entire system is estimated to be valued at $2 billion. Approximately $1 billion will be needed to repair or replace parts over the next ten years. Dawson's work is intended to bring attention to this invisible part of our local government and to help generate awareness of when government works.",700 Los Esteros Rd,San Jose,CA,95134,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2737/1396,"-121.946445595626,
          37.43423905",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/The%20Waste%20Water%20Treatment%20Plant%20Collection_Robert%20Dawson.jpeg
The Weavers' Gift,Sculpture,Guadalupe River Confluence,,Alan Counihan,,City of San Jose,"The Weavers' Gifts commemorates and celebrates the indigenous Costanoan-Ohlone Peoples, especially the Tamien Ohlone Indians who inhabited the land along the Guadalupe River where the sculpture is located. The sculpture is composed of four elements:The names of the 54 Ohlone tribal groups who inhabited California into the late eighteenth century, these are inscribed on pre-existing granite seat walls A 4’ high carved-granite basket representing a functional and creative part of the Ohlone culture A 5’ high carved granite mortar, broken to represent broken tradition; and A stone representation of an unfinished coiled basket inlaid into the paving with inscribed text that speaks to the history and future of the Ohlone people.",345 W. Santa Clara St.,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32453," -121.896110527667,
          37.333632931596",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/The%20Weavers_%20Gift_Alan%20Counihan.jpeg
Thomas Fallon Statue,Sculpture,W. Julian St. at W. St James St.,,Robert Glen,,City of San Jose,"This statue of Captain Thomas Fallon was commissioned in 1988.  It memorializes the raising of the U.S. flag in San Jose in 1846, when California was still a part of Mexico.  Scheduled to be installed in 1990, the statue generated an intense controversy.  Supporters of the artwork believed that it commemorated an important historical event in San Jose's history.  Opponents of the statue responded that it represented a troubling moment in American history, when the United States used the Mexican -American War as a reason to annex California from Mexico. To address the issues arising from the controversy, the City appointed a Historic Art Advisory Committee.     The committee recommended that the City's public art must represent all perspectives of the City's history.  Four additional projects were recommended - artworks commemorating the Ohlone Way of Life, the life of Dr. Ernesto Galarza, the Founding of the Pueblo, and the Agricultural History of the Valley.  These works have been installed in various locations around the city.  This artwork is a reminder that a community's historic events can be interpreted in many ways, depending upon one's perspective.",W. Julian St. at W. St James St.,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2741/1396," -121.8968202,
          37.3372149",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Thomas%20Fallon%20Statue_Robert%20Glen.jpeg
Time Capsules,"Sculpture, Painting, Interactive",Camden Community Center ,,San Jose State Art & Community Class,,City of San Jose,"Time Capsules is a multi-faceted public artwork designed and produced for the Camden Community Center by the Art in the Community class at San Jose State University.  The artworks honor and celebrate the spirit of the Camden area.  Each piece captures a different aspect of life in a distinctive way, representing everything from its pastoral past, to mementos of high school, to personal perspectives gathered from residents.The individual artworks vary in media and concept, reflecting the diverse talents and aesthetics of the group of artists whose specialties include sculpture, photography, painting, printmaking and new media. Please see Fact Sheet for more information on both the artworks and artists.",3369 Union Ave,San Jose,CA,95124,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32455/636716839724970000," -121.9312634,
          37.2513184",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Time%20Capsules_%20San%20Jose%20Art%20_%20Community%20Class.jpeg
Transcendence,Sculpture,Northside Community Center,,Diana Pumpelly-Bates,,City of San Jose,The artwork for the Northside Community Center celebrates life and struggle. The ascending and descending bird-like forms of the sculpture suggest transition and represent flight from one location to another and is intended to designate space for building community.The sculpture is an abstraction of three characteristic elements employed in two dances from the Philippines. The larger forms affixed to the poles references both a tikling bird – a reference to the Tinikling dance; as well as a fan which appears in the Singkil dance. The two poles reference the bamboo poles used in both dances.,488 N. 6 th Street,San Jose,CA,95112,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32445," -121.891267,
          37.3471033",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Transcendance_Diana%20Pumpbelly-Bates.jpeg
Triumph,Sculpture,San Jose Police Athletic League Gymnasium,,Ray Beldner,,City of San Jose,"The artwork is inspired by historic images from the P.A.L. collection and based on the photo of a skinny young boy with over-sized gloves supported by stick-thing arms raised over his head in triumph. Mentorship, healthy competition and community - these are for-grounded in the art project.",680 S 34th St,San Jose,CA,95116,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2747/1396,"  -121.849939875,
          37.343367625",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Triumph_Ray%20Beldner.jpeg
Two Clouds,Sculpture,Tully Branch Library ,,Cliff Garten Studio,https://www.cliffgartenstudio.com/,City of San Jose,Artist Cliff Garten collaborated with the community to create two cloud-like suspended sculptures positioned over the foyer and the Internet cafe. One “cloud” is cast aluminum branches reminiscent of orchard trees in blossom that also alludes to a technological network. The second “cloud” is created from hundreds of cast aluminum apricots and doll-sized human figures that form a topography evocative of the hills surrounding the city. The juxtaposition of agricultural and technological references addresses the ambiguity of an agricultural past and technological future.,880 Tully Road,San Jose,CA,95121,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32459,"  -121.81293,
          37.3310431",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Two%20Clouds_Cliff%20Garten%20Studio.jpeg
Untitled - (Sharks Ice at San Jose),Mural,Sola4America Ice Rink,,(Unknown),,City of San Jose,,1500 South Tenth Street,San Jose,CA,95112,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2757/1396,"-121.8642309, 37.3195436",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Untitled%20(Sharks%20on%20Ice%20at%20San%20Jose)_Unknown.jpeg
Untitled (Fire Station 2),Mural,Fire Station No. 2,,Roberto Delgado,,City of San Jose,"A large exterior tile mural contains multiple layers of imagery from fire fighting. The images, culled from historic photographs of firefighters at work, have a visual complexity that reveals itself over time.  On the station's interior there is a mural on canvas in the glass enclosed fire pole tower. Lit from within, the artwork provides a night presence to the building and a dramatic backdrop when the firefighters descend the fire pole. This mural also combines images from of fire fighters in action.",2949 Alum Rock Avenue,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2753/1396,"-121.8336292, 37.3646741",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Untitled%20(Fire%20Station%202)_Roberto%20Delgado.jpeg
Untitled (Mexican Heritage School of Arts and Culture),Architecture,Mexican Heritage Plaza,,Anne Chamberlain and Victor Maria Zaballa,,City of San Jose,"The main theme of the artwork is Cemanahuac: the location of the individual within his/her community as well as within the cosmos. According to Mesoamerican indigenous cultures and oral traditions, each of the four cardinal directions (north, south, east, and west) corresponds to an element, a community memory of value, a time of day, and a color of corn  a fundamental agricultural symbol:  

• East is fire, family, sunrise, and red corn
• West is wind, local heroes, sunset, and yellow corn
• South is earth, work, noon, and blue corn
• North is water, history, night, and white corn 

These symbols honor the Mexican community in various forms throughout the plaza: 

• Four patterned metal grilles in the windows of the tower introduce traditional ironwork with pre-Columbian designs.  
• Metal work is continued in each of the gates into the plaza.  
• Mosaic thresholds inside the gates explore the theme of location and direction. The thresholds were inspired by mosaics commonly seen in Mexican colonial cities such as Taxco, Puebla and Tlaxcala and mosaic work in San Jose. 

The garden alcoves are offering places linked by thematic press tiles to the cardinal directions and dedicated to a community value. The tiles were created by community members during a series of public workshops. The photographic tiles were translated from family albums and personal collections contributed by the local community.   

A recurring image of the hummingbird, derived from Mesoamerican motifs, can be seen at the water fountain and on two accent walls at the south and east entrances. The hummingbird, an ancient Mesoamerican talisman, is a symbol of love and the warrior spirit. It is common in San Jose, a tiny but tenacious bird that migrates thousands of miles from Mexico to California every year and plays a role in shaping the landscape by pollinating the plants from which it drinks nectar. The hummingbird motif is intended to speak to the spirit of immigrant citizens, their endurance, strength, tenacity, and their contributions to the culture and nature of California. The choices of planting materials in the garden were selected to attract hummingbirds.",1700 Alum Rock Ave,San Jose,CA,95116,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32461,"-121.8544893, 37.3526837",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Untitled%20(Mexican%20Heritage%20School%20of%20Arts%20and%20Culture)_Anne%20Chamberlain%20and%20Victor%20Maria%20Zaballa.jpeg
Urban Rain,Architecture,Roosevelt Community Center ,,Jackie Brookner,https://www.jackiebrookner.net/,City of San Jose,"Jackie Brookner’s site-integrated artwork for Roosevelt Community Center serves as a functional filtration system that assists in diminishing the Center’s environmental impact on nearby Coyote Creek and the City’s storm water system. The artwork, which consists of multiple elements, slows and filters storm water run-off from the building’s roof.",901 E. Santa Clara St,San Jose,CA,95116,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32465," -121.872449,
          37.344869",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Urban%20Rain_Jackie%20Brookner.jpeg
Urban Rooms,Sculpture,Parque de Los Pobladores,,Estudio Teddy Cruz + Forman,,City of San Jose,"Urban Rooms is a new identity to Parque de los Pobladores and a gateway to SoFA and Downtown.  The Pavilion-Tiendas are simple steel structures that are distributed across the open plaza to configure four ‘urban rooms,’ which together form a series of shading zones and areas for activity. Each steel armature is clad in brightly colored vinyl-coated chain-link systems, to provide shade and texture. Additional shading is provided by a removable triangular fabric canopy that can be suspended under each of the pavilions. The Urban Art Platform is an open stage that will allow for variety of arts and cultural performances and activities. The platform is constructed from a steel frame clad in a vibrant yellow durable, nautical-grade fiberglass grating.To further activate the plaza, custom curtains have been provided to ‘enclose’ the spaces beneath the pavilions. These drapes can be configured in various ways to direct pedestrian circulation in the plaza enabling the transformation of the plaza across time, becoming a market, a gallery, a classroom, or performance space, etc.The surface of the plaza is painted to mitigate the heat produced by the large, previously untreated concrete-slab surface, while demarcating activity and functional areas. The project was funded by a $200,000 National Endowment of the Arts Our Town Grant with additional support provided by ArtPlace America. The City of San José’s Office of Cultural Affairs Public Art Program and Movimiento de Arte y Cultura Latino Americana (MACLA) collaborated in its creation. District3 Report a concern (408) 793-4330 or publicart@sanjoseca.go",First and Market Street,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2761/1396,"-121.8846333, 37.3279836",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Urban%20Rooms_Estudio%20Teddy%20Cruz%20%2B%20FormanJune.jpeg
